nome,data,abertura,maior_valor,menor_valor,fechamento
the-open-network,2024-01-14,2.19,2.3,2.09,2.11
the-open-network,2024-01-18,2.11,2.46,2.08,2.33
the-open-network,2024-01-22,2.33,2.35,2.16,2.22
the-open-network,2024-01-26,2.22,2.23,2.03,2.04
the-open-network,2024-01-30,2.04,2.13,2.04,2.11
the-open-network,2024-02-03,2.11,2.13,2.03,2.05
the-open-network,2024-02-07,2.05,2.07,2.02,2.05
the-open-network,2024-02-11,2.05,2.17,2.03,2.08
the-open-network,2024-02-15,2.08,2.25,2.08,2.22
the-open-network,2024-02-19,2.22,2.29,2.13,2.27
the-open-network,2024-02-23,2.27,2.29,2.07,2.09
the-open-network,2024-02-27,2.09,2.16,2.05,2.14
the-open-network,2024-03-02,2.14,2.86,2.11,2.71
the-open-network,2024-03-06,2.71,2.77,2.43,2.6
the-open-network,2024-03-10,2.59,2.9,2.56,2.87
the-open-network,2024-03-14,2.87,4.52,2.74,4.31
the-open-network,2024-03-18,4.32,4.34,3.36,3.87
the-open-network,2024-03-22,3.86,4.34,3.58,4.07
the-open-network,2024-03-26,4.06,5.69,4.04,5.36
the-open-network,2024-03-30,5.36,5.41,4.79,5.02
the-open-network,2024-04-03,5.02,5.49,4.86,4.86
the-open-network,2024-04-07,4.86,5.57,4.77,5.48
the-open-network,2024-04-11,5.48,7.06,5.33,6.77
the-open-network,2024-04-15,6.77,7.63,5.5,6.75
the-open-network,2024-04-19,6.76,7.21,5.83,6.51
the-open-network,2024-04-23,6.52,7.21,5.85,5.94
the-open-network,2024-04-27,5.93,6.05,5.15,5.34
the-open-network,2024-05-01,5.34,5.57,5.01,5.16
the-open-network,2024-05-05,5.16,5.82,4.61,5.74
the-open-network,2024-05-09,5.75,6.18,5.59,5.77
the-open-network,2024-05-13,5.77,7.16,5.77,6.95
the-open-network,2024-05-17,6.95,7.43,6.38,6.76
the-open-network,2024-05-21,6.77,6.77,6.21,6.55
the-open-network,2024-05-25,6.55,6.71,6.04,6.4
the-open-network,2024-05-29,6.39,6.5,6.24,6.47
the-open-network,2024-06-02,6.46,6.56,6.27,6.3
the-open-network,2024-06-06,6.29,7.76,6.28,7.21
the-open-network,2024-06-10,7.2,7.74,6.86,7.11
the-open-network,2024-06-14,7.11,7.74,6.76,7.74
the-open-network,2024-06-18,7.75,8.25,7.63,7.7
the-open-network,2024-06-22,7.7,7.7,6.8,7.1
the-open-network,2024-06-26,7.1,7.72,7.06,7.49
the-open-network,2024-06-30,7.49,7.84,7.39,7.58
the-open-network,2024-07-04,7.59,8.1,7.56,7.88
the-open-network,2024-07-08,7.87,7.9,6.4,7.05
the-open-network,2024-07-12,7.05,7.43,6.87,7.32
the-open-network,2024-07-16,7.32,7.66,7.22,7.64
the-open-network,2024-07-20,7.64,7.65,7.1,7.3
the-open-network,2024-07-24,7.31,7.37,6.81,6.86
the-open-network,2024-07-28,6.87,7.0,6.49,6.64
the-open-network,2024-08-01,6.63,6.87,6.52,6.76
the-open-network,2024-08-05,6.75,6.86,5.78,6.0
the-open-network,2024-08-09,6.02,6.41,4.86,6.25
the-open-network,2024-08-13,6.21,6.83,6.07,6.27
the-open-network,2024-08-17,6.27,7.22,6.2,6.55
the-open-network,2024-08-21,6.54,7.07,6.41,6.67
the-open-network,2024-08-25,6.66,6.86,5.57,5.93
dogecoin,2023-08-27,0.063067,0.063295,0.062652,0.062843
dogecoin,2023-08-31,0.062847,0.067997,0.062157,0.065846
dogecoin,2023-09-04,0.065872,0.066867,0.062655,0.063152
dogecoin,2023-09-08,0.063165,0.064509,0.062503,0.063549
dogecoin,2023-09-12,0.063563,0.063886,0.059416,0.060382
dogecoin,2023-09-16,0.06047,0.062916,0.060431,0.062506
dogecoin,2023-09-20,0.06252,0.063254,0.061099,0.062698
dogecoin,2023-09-24,0.062731,0.063327,0.060954,0.061518
dogecoin,2023-09-28,0.061532,0.061736,0.059956,0.060511
dogecoin,2023-10-02,0.060514,0.063575,0.060371,0.063218
dogecoin,2023-10-06,0.063194,0.063983,0.060465,0.060923
dogecoin,2023-10-10,0.060854,0.061702,0.058319,0.058724
dogecoin,2023-10-14,0.058717,0.059479,0.057398,0.058349
dogecoin,2023-10-18,0.058387,0.061695,0.058358,0.059124
dogecoin,2023-10-22,0.059113,0.061423,0.058003,0.061177
dogecoin,2023-10-26,0.061209,0.069519,0.060495,0.068287
dogecoin,2023-10-30,0.068337,0.074775,0.067536,0.069353
dogecoin,2023-11-03,0.069332,0.070735,0.066145,0.067882
dogecoin,2023-11-07,0.067919,0.076386,0.0666,0.076386
dogecoin,2023-11-11,0.076216,0.077551,0.070441,0.075326
dogecoin,2023-11-15,0.075468,0.081503,0.070275,0.072484
dogecoin,2023-11-19,0.072445,0.086978,0.072445,0.08019
dogecoin,2023-11-23,0.080239,0.08204,0.071649,0.075782
dogecoin,2023-11-27,0.075717,0.079087,0.075058,0.078565
dogecoin,2023-12-01,0.078725,0.084271,0.076923,0.083337
dogecoin,2023-12-05,0.08342,0.091906,0.082373,0.091712
dogecoin,2023-12-09,0.091897,0.105188,0.087661,0.101549
dogecoin,2023-12-13,0.101469,0.105113,0.091348,0.093753
dogecoin,2023-12-17,0.093753,0.098727,0.090472,0.096968
dogecoin,2023-12-21,0.097106,0.097537,0.087131,0.091367
dogecoin,2023-12-25,0.091493,0.097124,0.090827,0.091789
dogecoin,2023-12-29,0.091811,0.095166,0.089256,0.091807
dogecoin,2024-01-02,0.091797,0.092966,0.088825,0.092056
dogecoin,2024-01-06,0.091989,0.094371,0.080584,0.082674
dogecoin,2024-01-10,0.082744,0.082759,0.074845,0.079265
dogecoin,2024-01-14,0.07934,0.087278,0.077004,0.080995
dogecoin,2024-01-18,0.080929,0.083654,0.079781,0.080437
dogecoin,2024-01-22,0.080529,0.089959,0.075442,0.08532
dogecoin,2024-01-26,0.08528,0.085418,0.076099,0.077943
dogecoin,2024-01-30,0.077883,0.082749,0.077585,0.081597
dogecoin,2024-02-03,0.081377,0.082087,0.077836,0.079271
dogecoin,2024-02-07,0.079249,0.080128,0.077544,0.078445
dogecoin,2024-02-11,0.078429,0.082189,0.0782,0.081365
dogecoin,2024-02-15,0.081448,0.086946,0.079539,0.085478
dogecoin,2024-02-19,0.08556,0.087866,0.082298,0.085186
dogecoin,2024-02-23,0.0852,0.0907,0.082207,0.084168
dogecoin,2024-02-27,0.084123,0.089951,0.083118,0.089348
dogecoin,2024-03-02,0.089363,0.144399,0.088731,0.139025
dogecoin,2024-03-06,0.139329,0.204073,0.130333,0.155775
dogecoin,2024-03-10,0.153748,0.183867,0.147443,0.17961
dogecoin,2024-03-14,0.179394,0.182948,0.160858,0.169076
dogecoin,2024-03-18,0.169117,0.189362,0.138531,0.154131
dogecoin,2024-03-22,0.154198,0.157908,0.123794,0.155598
dogecoin,2024-03-26,0.155295,0.184748,0.145881,0.175062
dogecoin,2024-03-30,0.175184,0.225485,0.17496,0.213123
dogecoin,2024-04-03,0.213138,0.223288,0.18071,0.182535
dogecoin,2024-04-07,0.182547,0.187998,0.168704,0.185693
dogecoin,2024-04-11,0.185663,0.2083,0.182165,0.19961
dogecoin,2024-04-15,0.199803,0.202763,0.135795,0.1625
dogecoin,2024-04-19,0.161768,0.168454,0.141312,0.15196
dogecoin,2024-04-23,0.152235,0.165125,0.140188,0.161157
dogecoin,2024-04-27,0.161175,0.163683,0.147204,0.147829
dogecoin,2024-05-01,0.147881,0.15084,0.129823,0.133401
dogecoin,2024-05-05,0.133339,0.168473,0.120663,0.159955
dogecoin,2024-05-09,0.160199,0.16867,0.142144,0.143502
dogecoin,2024-05-13,0.143302,0.153748,0.140179,0.141158
dogecoin,2024-05-17,0.141273,0.159149,0.136311,0.149711
dogecoin,2024-05-21,0.149597,0.166131,0.14793,0.165235
dogecoin,2024-05-25,0.16582,0.173844,0.153648,0.163541
dogecoin,2024-05-29,0.163713,0.174079,0.161872,0.165015
dogecoin,2024-06-02,0.164945,0.170113,0.154968,0.160153
dogecoin,2024-06-06,0.160188,0.164601,0.15491,0.163508
dogecoin,2024-06-10,0.163227,0.164851,0.144198,0.146778
dogecoin,2024-06-14,0.14679,0.149972,0.134467,0.14099
dogecoin,2024-06-18,0.141085,0.143237,0.127433,0.128881
dogecoin,2024-06-22,0.128817,0.129017,0.117615,0.124026
dogecoin,2024-06-26,0.124092,0.128287,0.114665,0.126122
dogecoin,2024-06-30,0.126179,0.128494,0.1206,0.121634
dogecoin,2024-07-04,0.121705,0.127138,0.116997,0.118501
dogecoin,2024-07-08,0.118389,0.118925,0.093153,0.104007
dogecoin,2024-07-12,0.104046,0.112043,0.099065,0.106667
dogecoin,2024-07-16,0.106665,0.12523,0.105011,0.12523
dogecoin,2024-07-20,0.125184,0.127744,0.117658,0.125458
dogecoin,2024-07-24,0.125655,0.142278,0.124483,0.130555
dogecoin,2024-07-28,0.130301,0.138162,0.12045,0.132074
dogecoin,2024-08-01,0.131217,0.134867,0.12152,0.122077
dogecoin,2024-08-05,0.121905,0.122869,0.099734,0.103636
dogecoin,2024-08-09,0.103751,0.107444,0.081012,0.107444
dogecoin,2024-08-13,0.107316,0.110807,0.100027,0.107647
dogecoin,2024-08-17,0.107822,0.108791,0.097914,0.100332
dogecoin,2024-08-21,0.100341,0.10565,0.09873,0.103065
dogecoin,2024-08-25,0.102888,0.115188,0.102401,0.112663
